,City,Species,Sample,UAI,SD,SE
17581,Puerto_Vallarta_MX,Nutting's Flycatcher,683,0.581097985,0.831562688,0.031818862
171,Addis_Ababa_ET,Nyanza Swift,365,2.253967329,1.102824399,0.057724467
8969,Honolulu_US,Oahu Amakihi,1130,1.012915678,0.517904429,0.015406728
8988,Honolulu_US,Oahu Elepaio,437,0.570821452,0.420856757,0.020132309
11593,Los_Angeles_US,Oak Titmouse,57100,1.927044028,1.100990793,0.004607503
18723,San_Francisco_US,Oak Titmouse,136842,1.713719498,1.112776936,0.003008143
10773,Lima_PE,Oasis Hummingbird,314,0.885442531,1.163838412,0.065679201
16483,Panama_PA,Ocellated Antbird,468,0.240183967,0.476304308,0.022017174
5902,Cusco_PE,Ocellated Piculet,317,0.189178506,0.474098939,0.026628049
8150,Guatemala_City_GT,Ocellated Quail,350,0.20571225,0.460968006,0.024639776
7542,Fortaleza_BR,Ochraceous Piculet,360,1.729591855,1.573454471,0.082928332
16522,Panama_PA,Ochraceous Wren,146,0.106292691,0.294083828,0.024338551
7554,Fortaleza_BR,Ochre-backed Woodpecker,144,1.450187448,1.63795517,0.136496264
16036,Palmas_BR,Ochre-backed Woodpecker,305,1.603282858,1.588145538,0.090936949
2703,Bogota_CO,Ochre-bellied Flycatcher,558,0.471595492,0.740638628,0.031353733
8080,Guatemala_City_GT,Ochre-bellied Flycatcher,393,0.416651319,0.520453706,0.026253417
9470,Iquitos_PE,Ochre-bellied Flycatcher,113,0.069649741,0.433681115,0.040797288
16383,Panama_PA,Ochre-bellied Flycatcher,1275,0.601854013,0.801743385,0.022453306
2819,Bogota_CO,Ochre-breasted Brushfinch,297,0.082278667,0.323283426,0.018758807
4196,Caracas_VE,Ochre-breasted Brushfinch,575,1.209139118,1.104830885,0.046074633
8442,Guayaquil_EC,Ochre-breasted Tanager,172,0.00225938,0.029631486,0.00225938
19522,Sao_Paulo_BR,Ochre-collared Piculet,1649,1.903400585,1.158893491,0.028538635
17189,Porto_Alegre_BR,Ochre-faced Tody-Flycatcher,159,1.727833134,1.415650369,0.112268377
19684,Sao_Paulo_BR,Ochre-faced Tody-Flycatcher,765,0.69997952,0.835485523,0.030207043
17269,Puerto_Montt_CL,Ochre-flanked Tapaculo,357,0.909251486,1.263505511,0.066871803
19273,Santiago_CL,Ochre-naped Ground-Tyrant,297,0.210602134,0.493890255,0.028658419
14268,Naha_JP,Okinawa Rail,184,0.227307254,0.281962371,0.020786542
14269,Naha_JP,Okinawa Woodpecker,161,0.222547774,0.429364614,0.033838672
2821,Bogota_CO,Oleaginous Hemispingus,149,0.076703942,0.314776372,0.025787485
4226,Caracas_VE,Oleaginous Hemispingus,157,0.69437551,0.680386837,0.054300781
5925,Cusco_PE,Oleaginous Hemispingus,172,0.140234463,0.413792659,0.031551394
19599,Sao_Paulo_BR,Olivaceous Elaenia,125,1.382005426,1.449757063,0.129670214
16459,Panama_PA,Olivaceous Flatbill,1417,0.307869964,0.649210229,0.017246478
2613,Bogota_CO,Olivaceous Piculet,1173,0.686250591,0.775577589,0.022645204
2401,Bogota_CO,Olivaceous Saltator,1615,1.517351472,1.008782237,0.025102164
4048,Caracas_VE,Olivaceous Saltator,3042,3.102317059,0.903847965,0.016387616
7659,Georgetown_GY,Olivaceous Saltator,253,1.887686744,1.257434752,0.079054246
12287,Maracaibo_VE,Olivaceous Saltator,660,2.418134591,1.242302977,0.048356578
6039,Cusco_PE,Olivaceous Siskin,201,0.046360917,0.223111705,0.015737086
2955,Brasilia_BR,Olivaceous Woodcreeper,178,0.342433592,0.723732143,0.054246018
4175,Caracas_VE,Olivaceous Woodcreeper,863,1.567050762,1.180658536,0.040190084
5364,Coatzacoalcos_MX,Olivaceous Woodcreeper,150,0.017674294,0.138708423,0.011325495
8322,Guayaquil_EC,Olivaceous Woodcreeper,181,1.2940166,0.850854638,0.063243527
12255,Manaus_BR,Olivaceous Woodcreeper,127,1.21747519,1.550467231,0.137581719
12825,Merida_MX,Olivaceous Woodcreeper,180,0.093803534,0.37646884,0.028060331
16061,Palmas_BR,Olivaceous Woodcreeper,133,0.580921909,1.052045856,0.091223945
16281,Panama_PA,Olivaceous Woodcreeper,872,1.066589103,1.050652178,0.035579572
18884,San_Miguel_de_Tucuman_AR,Olivaceous Woodcreeper,197,2.644265147,1.107748294,0.078923798
19038,Santa_Cruz_de_la_Sierra_BO,Olivaceous Woodcreeper,106,1.063511847,1.248991256,0.121312755
19650,Sao_Paulo_BR,Olivaceous Woodcreeper,1273,0.982045631,1.033577788,0.028968697
22811,Vila_Velha_BR,Olivaceous Woodcreeper,121,0.754732073,1.195581443,0.108689222
7476,Durban_ZA,Olive Bushshrike,209,1.031683697,0.468086937,0.03237825
2500,Bogota_CO,Olive Oropendola,380,1.003672255,0.928256355,0.047618546
12031,Managua_NI,Olive Sparrow,385,0.747354434,0.710462916,0.036208543
12735,Merida_MX,Olive Sparrow,2703,1.062036697,0.825172253,0.015871632
13221,Monterrey_MX,Olive Sparrow,1191,1.622739536,1.23864736,0.035891516
17118,Porto_Alegre_BR,Olive Spinetail,229,2.924686662,1.367379969,0.090359012
7423,Durban_ZA,Olive Sunbird,729,1.521957486,0.869132501,0.032190093
3873,Cape_Town_ZA,Olive Thrush,1611,1.831720972,1.139084721,0.02837973
7413,Durban_ZA,Olive Thrush,1111,1.55727232,0.736670011,0.022101205
7903,Guatemala_City_GT,Olive Warbler,665,1.027501652,1.084446475,0.042053031
12914,Mexico_City_MX,Olive Warbler,1975,2.42409284,1.49706789,0.033686659
16970,Phoenix_US,Olive Warbler,231,0.000755774,0.011486774,0.000755774
8907,Hobart_AU,Olive Whistler,622,0.054578509,0.207863809,0.008334579
12562,Melbourne_AU,Olive Whistler,265,0.29983955,0.541948209,0.033291614
3918,Cape_Town_ZA,Olive Woodpecker,126,1.445046083,0.882869344,0.078652252
7481,Durban_ZA,Olive Woodpecker,161,0.986080593,0.615174526,0.048482545
3075,Brisbane_AU,Olive-backed Oriole,22917,1.360618639,1.138146517,0.007518294
6373,Darwin_AU,Olive-backed Oriole,745,1.085513674,1.175962806,0.043083944
12481,Melbourne_AU,Olive-backed Oriole,2765,0.997771152,0.962151837,0.018297681
21210,Sydney_AU,Olive-backed Oriole,6733,1.336265938,1.025480279,0.012497496
22509,Townsville_AU,Olive-backed Oriole,1504,1.44765859,1.239226992,0.031954126
1573,Beijing_CN,Olive-backed Pipit,444,2.177838005,1.189082656,0.056431366
6677,Delhi_IN,Olive-backed Pipit,156,1.692110222,0.917289464,0.073441934
7059,Dhaka_BD,Olive-backed Pipit,116,1.313769889,0.988504371,0.091780327
13792,Mumbai_IN,Olive-backed Pipit,114,1.38767472,1.027866288,0.096268498
20129,Seoul_KR,Olive-backed Pipit,123,3.088093318,1.029093991,0.09279028
20303,Shanghai_CN,Olive-backed Pipit,507,2.642392563,0.991009312,0.044012269
20469,Shenzhen_CN,Olive-backed Pipit,2704,2.350114601,0.891609105,0.017146329
21536,Taipei_TW,Olive-backed Pipit,1172,1.740222581,0.987025438,0.028831321
22182,Tokyo_JP,Olive-backed Pipit,100,1.429894023,1.293956952,0.129395695
1130,Bangkok_TH,Olive-backed Sunbird,5316,2.899185231,1.086588081,0.014902957
9945,Jakarta_ID,Olive-backed Sunbird,358,2.823374289,1.147953807,0.060671244
10453,Kota_Kinabalu_MY,Olive-backed Sunbird,729,1.274104901,1.35745777,0.050276214
17029,Port_Blair_IN,Olive-backed Sunbird,1086,0.55266759,0.851237632,0.025830684
17345,Puerto_Princesa_PH,Olive-backed Sunbird,449,0.412728784,0.523938976,0.024726209
17775,Quezon_City_PH,Olive-backed Sunbird,2415,2.415681705,1.128425594,0.022962246
20603,Singapore_SG,Olive-backed Sunbird,10081,3.417543419,0.824854445,0.008215339
22504,Townsville_AU,Olive-backed Sunbird,3948,1.506519279,1.160449452,0.018468757
9955,Jakarta_ID,Olive-backed Tailorbird,454,2.630231647,1.137746388,0.053397084
2502,Bogota_CO,Olive-backed Woodcreeper,178,1.000141139,0.648304232,0.048592457
6211,Cusco_PE,Olive-backed Woodcreeper,173,0,0,0
10237,Kampala_UG,Olive-bellied Sunbird,314,0.802812917,0.766336212,0.043246854
5528,Cordoba_AR,Olive-crowned Crescentchest,654,0.881970952,1.099654303,0.042999886
8398,Guayaquil_EC,Olive-crowned Yellowthroat,334,0.070689625,0.365692612,0.020009809
19585,Sao_Paulo_BR,Olive-green Tanager,204,1.496284081,0.980795669,0.068669432
537,Anchorage_US,Olive-sided Flycatcher,597,1.152985391,1.192045935,0.048787192
2337,Bogota_CO,Olive-sided Flycatcher,597,2.48800659,1.716683013,0.070259159
3621,Calgary_CA,Olive-sided Flycatcher,701,2.791230156,1.316036823,0.049706025
4621,Chicago_US,Olive-sided Flycatcher,3006,2.553984576,1.37414685,0.025063323
5115,Ciudad_Juarez_MX,Olive-sided Flycatcher,354,1.311304639,1.329262515,0.070649506
6918,Denver_US,Olive-sided Flycatcher,2095,1.181843725,1.267912779,0.027701122
7966,Guatemala_City_GT,Olive-sided Flycatcher,635,0.787828639,0.956249668,0.037947611
8664,Halifax_CA,Olive-sided Flycatcher,219,0.224871331,0.569819605,0.038504841
9095,Houston_US,Olive-sided Flycatcher,1205,1.887142281,1.076515291,0.031011779
11604,Los_Angeles_US,Olive-sided Flycatcher,3531,1.732342244,1.481762001,0.024936161
12862,Mexico_City_MX,Olive-sided Flycatcher,267,2.895255513,1.141203341,0.06984051
13329,Montreal_CA,Olive-sided Flycatcher,658,2.534091259,1.317269101,0.051352496
15520,Oklahoma_City_US,Olive-sided Flycatcher,119,1.669713028,1.125479213,0.10317251
15677,Omaha_US,Olive-sided Flycatcher,358,1.893625182,1.34026209,0.070835053
16298,Panama_PA,Olive-sided Flycatcher,437,0.966828,1.211153723,0.05793734
16865,Phoenix_US,Olive-sided Flycatcher,461,1.403364953,1.41636729,0.065966801
18283,Salt_Lake_City_US,Olive-sided Flycatcher,1270,1.078460717,1.213171209,0.034042405
18842,San_Francisco_US,Olive-sided Flycatcher,10776,0.938196275,1.135227469,0.010935889
20045,Seattle_US,Olive-sided Flycatcher,5794,0.775603069,0.973893306,0.012794465
22302,Toronto_CA,Olive-sided Flycatcher,858,2.14863524,1.328767252,0.045363366
23045,Winnipeg_CA,Olive-sided Flycatcher,355,2.536488855,1.583425997,0.084039526
9309,Iquitos_PE,Olive-spotted Hummingbird,175,2.201290311,1.600626847,0.120996017
2777,Bogota_CO,Olive-striped Flycatcher,163,0.201757596,0.553218474,0.043331415
4180,Caracas_VE,Olive-striped Flycatcher,200,1.490500318,1.237947899,0.087536135
16488,Panama_PA,Olive-striped Flycatcher,649,0.228391419,0.369686972,0.014511483
5311,Coatzacoalcos_MX,Olive-throated Parakeet,311,0.846720539,1.35844535,0.077030369
7907,Guatemala_City_GT,Olive-throated Parakeet,490,1.006290992,0.594346225,0.026849826
10355,Kingston_JM,Olive-throated Parakeet,1040,0.822386673,0.938464027,0.029100534
12731,Merida_MX,Olive-throated Parakeet,2290,1.092969789,0.911433935,0.019046161
10463,Kota_Kinabalu_MY,Olive-winged Bulbul,154,0.92853741,1.233565703,0.099403557
20707,Singapore_SG,Olive-winged Bulbul,3373,2.94740768,0.76568679,0.013183872
5576,Cordoba_AR,Olrog's Cinclodes,196,0.174582452,0.562000255,0.040142875
8268,Guayaquil_EC,One-colored Becard,433,1.753829201,1.473505305,0.070812146
13895,Mumbai_IN,Orange Minivet,216,0.377794749,0.562677684,0.038285367
21909,Thiruvananthapuram_IN,Orange Minivet,945,0.098737217,0.224387021,0.00729931
12682,Merida_MX,Orange Oriole,2274,1.505825324,1.3474918,0.028257316
10176,Kampala_UG,Orange Weaver,149,1.356864306,0.410092264,0.033596067
9381,Iquitos_PE,Orange-backed Troupial,224,0.47819519,0.968658463,0.064721216
19044,Santa_Cruz_de_la_Sierra_BO,Orange-backed Troupial,170,1.013510034,1.103148408,0.084607621
2741,Bogota_CO,Orange-bellied Euphonia,1523,0.372173978,0.710589486,0.018208276
4240,Caracas_VE,Orange-bellied Euphonia,157,0.410542997,0.892420532,0.071222912
6102,Cusco_PE,Orange-bellied Euphonia,678,0.02414038,0.167451584,0.006430939
8378,Guayaquil_EC,Orange-bellied Euphonia,313,0.278260817,0.84591278,0.047813817
9389,Iquitos_PE,Orange-bellied Euphonia,109,0.380226922,1.037929124,0.09941558
10467,Kota_Kinabalu_MY,Orange-bellied Flowerpecker,341,0.577769242,1.167679092,0.063233368
17899,Quezon_City_PH,Orange-bellied Flowerpecker,144,0.630205488,0.968929036,0.080744086
20732,Singapore_SG,Orange-bellied Flowerpecker,1747,2.785853832,0.886092369,0.021199838
20566,Shenzhen_CN,Orange-bellied Leafbird,288,1.583977136,0.842937523,0.04967057
4149,Caracas_VE,Orange-billed Nightingale-Thrush,286,1.890291608,1.18898585,0.070306207
8012,Guatemala_City_GT,Orange-billed Nightingale-Thrush,6105,0.654066467,0.841433991,0.010769046
12136,Managua_NI,Orange-billed Nightingale-Thrush,293,0.162677984,0.566917971,0.033119701
13036,Mexico_City_MX,Orange-billed Nightingale-Thrush,915,1.477025914,0.855877824,0.028294448
17651,Puerto_Vallarta_MX,Orange-billed Nightingale-Thrush,520,0.236489837,0.538791178,0.023627556
2753,Bogota_CO,Orange-billed Sparrow,182,0.325677308,0.446289148,0.033081153
8440,Guayaquil_EC,Orange-billed Sparrow,311,0.003162499,0.034164527,0.001937293
16306,Panama_PA,Orange-billed Sparrow,1319,0.933890587,0.921231765,0.02536568
17513,Puerto_Vallarta_MX,Orange-breasted Bunting,608,0.949160473,0.864998015,0.035080302
3962,Cape_Town_ZA,Orange-breasted Sunbird,1483,0.815844028,0.877915073,0.022797222
19622,Sao_Paulo_BR,Orange-breasted Thornbird,561,1.156691075,1.149873946,0.048547716
11366,Los_Angeles_US,Orange-cheeked Waxbill,1320,3.203407061,0.291574361,0.00802532
2412,Bogota_CO,Orange-chinned Parakeet,1542,1.398532807,1.423006381,0.036238037
4006,Caracas_VE,Orange-chinned Parakeet,455,3.479933955,0.581817987,0.027276048
8182,Guatemala_City_GT,Orange-chinned Parakeet,2003,0.12103204,0.316817364,0.007078944
11964,Managua_NI,Orange-chinned Parakeet,2502,2.020222575,1.489154501,0.029771184
12297,Maracaibo_VE,Orange-chinned Parakeet,396,2.1317337,1.443519249,0.072539572
16110,Panama_PA,Orange-chinned Parakeet,21510,2.409426252,1.347204277,0.009185721
8346,Guayaquil_EC,Orange-crowned Euphonia,263,0.916144701,1.42524595,0.08788443
9504,Iquitos_PE,Orange-crowned Manakin,106,0,0,0
2593,Bogota_CO,Orange-crowned Oriole,357,0.766361191,0.789723914,0.041796622
485,Anchorage_US,Orange-crowned Warbler,6723,2.007618279,1.451314123,0.017700269
2176,Billings_US,Orange-crowned Warbler,226,1.569500936,1.191055534,0.079227836
3598,Calgary_CA,Orange-crowned Warbler,3201,3.035871149,1.150722629,0.020338917
4341,Charlotte_US,Orange-crowned Warbler,537,2.630705127,0.896247444,0.038675932
4545,Chicago_US,Orange-crowned Warbler,10315,3.019680794,1.251528595,0.012322708
5034,Ciudad_Juarez_MX,Orange-crowned Warbler,1595,1.861430354,1.378448405,0.034515182
6784,Denver_US,Orange-crowned Warbler,11188,2.011422772,1.24061453,0.011728991
8464,Halifax_CA,Orange-crowned Warbler,563,2.122428093,1.351184657,0.056945644
9018,Houston_US,Orange-crowned Warbler,28718,2.351275621,1.243620495,0.007338559
9717,Jacksonville_US,Orange-crowned Warbler,4570,1.820898416,1.10457191,0.016339392
11408,Los_Angeles_US,Orange-crowned Warbler,90853,2.822966034,0.972967763,0.003227965
12861,Mexico_City_MX,Orange-crowned Warbler,4033,2.900028601,1.137568409,0.017912797
13139,Monterrey_MX,Orange-crowned Warbler,1399,2.511789689,1.434489624,0.038352047
13302,Montreal_CA,Orange-crowned Warbler,710,2.982187179,1.174490081,0.044077827
14500,Nashville_US,Orange-crowned Warbler,619,1.934143345,1.074811931,0.043200339
14920,New_Orleans_US,Orange-crowned Warbler,9843,2.364039381,1.285211191,0.012954205
15155,New_York_City_US,Orange-crowned Warbler,2748,2.715231776,1.1743357,0.022401851
15432,Oklahoma_City_US,Orange-crowned Warbler,1860,2.106642345,1.295907975,0.030048147
15645,Omaha_US,Orange-crowned Warbler,2822,2.17350008,1.314569396,0.024746
16743,Phoenix_US,Orange-crowned Warbler,18659,2.35491352,1.344056915,0.00983951
17480,Puerto_Vallarta_MX,Orange-crowned Warbler,1795,1.094507307,1.124111619,0.026532441
18265,Salt_Lake_City_US,Orange-crowned Warbler,5038,1.189125409,1.290793874,0.018185608
18505,San_Angelo_US,Orange-crowned Warbler,461,1.202003497,1.140214403,0.053105079
18785,San_Francisco_US,Orange-crowned Warbler,53479,1.388348763,1.291778665,0.005585943
19727,Saskatoon_CA,Orange-crowned Warbler,801,3.196041219,1.362632724,0.04814626
19956,Seattle_US,Orange-crowned Warbler,29132,1.38157795,1.174445541,0.006880939
22226,Toronto_CA,Orange-crowned Warbler,2846,2.501282404,0.979117958,0.018353444
23006,Winnipeg_CA,Orange-crowned Warbler,2546,2.91824884,1.430635003,0.028353041
6195,Cusco_PE,Orange-eared Tanager,330,0.002728048,0.049557457,0.002728048
19672,Sao_Paulo_BR,Orange-eyed Thornbird,418,0.865779314,0.904572629,0.044244094
6331,Darwin_AU,Orange-footed Scrubfowl,4420,1.395887047,1.217982559,0.018320188
22567,Townsville_AU,Orange-footed Scrubfowl,188,1.098848339,1.162333907,0.084771913
8169,Guatemala_City_GT,Orange-fronted Parakeet,1432,0.150444783,0.341808845,0.009032579
11974,Managua_NI,Orange-fronted Parakeet,2427,1.803095234,1.505626909,0.03056205
12966,Mexico_City_MX,Orange-fronted Parakeet,131,2.062113868,0.679098512,0.059333113
17547,Puerto_Vallarta_MX,Orange-fronted Parakeet,4456,0.732651184,0.913410509,0.013683381
12263,Manaus_BR,Orange-fronted Yellow-Finch,178,1.07050622,1.265305601,0.094838664
733,Asuncion_PY,Orange-headed Tanager,166,2.366145411,1.423272293,0.110467354
2870,Brasilia_BR,Orange-headed Tanager,218,2.901672535,0.841068515,0.056964348
9301,Iquitos_PE,Orange-headed Tanager,358,2.517122718,1.488774747,0.07868419
19368,Sao_Paulo_BR,Orange-headed Tanager,1804,3.331334989,1.1305422,0.026617577
1997,Bengaluru_IN,Orange-headed Thrush,348,0.867899528,0.784107736,0.042032587
6668,Delhi_IN,Orange-headed Thrush,152,1.763841544,0.854638721,0.069320354
7070,Dhaka_BD,Orange-headed Thrush,182,1.093845704,0.961472432,0.071269078
13676,Mumbai_IN,Orange-headed Thrush,889,2.054622408,1.245710006,0.041779773
14083,Nagpur_IN,Orange-headed Thrush,273,1.847251783,1.416649022,0.085739499
17036,Port_Blair_IN,Orange-headed Thrush,363,0.475005821,0.784155027,0.041157465
20369,Shenzhen_CN,Orange-headed Thrush,138,2.78536185,1.166576767,0.099305609
21884,Thiruvananthapuram_IN,Orange-headed Thrush,235,0.192111096,0.43675002,0.02849043
10392,Kingston_JM,Orangequit,1013,0.370504488,0.449115936,0.014110868
3956,Cape_Town_ZA,Orange-throated Longclaw,297,0.913303147,1.137469835,0.066002694
10153,Johannesburg_ZA,Orange-throated Longclaw,388,0.939437913,1.051955675,0.053404958
2469,Bogota_CO,Orange-winged Parrot,273,1.09766932,1.072167893,0.064890553
4003,Caracas_VE,Orange-winged Parrot,2501,3.548144111,0.627380498,0.012545101
7613,Georgetown_GY,Orange-winged Parrot,504,2.26019392,1.289723964,0.057448871
9395,Iquitos_PE,Orange-winged Parrot,154,0.327501803,0.865106956,0.069712305
12148,Manaus_BR,Orange-winged Parrot,356,3.372354567,1.204041892,0.063814093
16006,Palmas_BR,Orange-winged Parrot,397,2.292878334,1.423827793,0.071459868
4498,Charlotte_US,Orchard Oriole,1781,1.272317546,1.186213031,0.028108051
4711,Chicago_US,Orchard Oriole,12137,2.032174327,1.226149092,0.011129806
5218,Coatzacoalcos_MX,Orchard Oriole,285,2.807976363,1.817838719,0.107679473
6969,Denver_US,Orchard Oriole,1049,0.877993431,0.868639278,0.026819564
7869,Guatemala_City_GT,Orchard Oriole,2606,1.26934428,1.228428785,0.024063721
9155,Houston_US,Orchard Oriole,13798,1.702222679,1.064497347,0.00906226
9732,Jacksonville_US,Orchard Oriole,607,1.707234334,0.885432727,0.035938606
11962,Managua_NI,Orchard Oriole,566,2.031255431,1.186702051,0.049880808
12614,Merida_MX,Orchard Oriole,1137,2.775909036,1.53221119,0.045440008
12869,Mexico_City_MX,Orchard Oriole,852,2.836146774,1.052684892,0.03606439
14641,Nashville_US,Orchard Oriole,3349,1.043303121,0.932298208,0.016110064
15017,New_Orleans_US,Orchard Oriole,3453,1.870302258,1.151172415,0.019590345
15302,New_York_City_US,Orchard Oriole,19521,1.869815006,1.257480424,0.009000159
15499,Oklahoma_City_US,Orchard Oriole,1647,1.791553148,0.985484793,0.024283044
15781,Omaha_US,Orchard Oriole,3071,1.22866382,1.25557933,0.022657096
16135,Panama_PA,Orchard Oriole,812,2.127394008,1.050628659,0.036869838
17414,Puerto_Vallarta_MX,Orchard Oriole,2092,1.604362919,1.173146684,0.025649061
18570,San_Angelo_US,Orchard Oriole,294,0.60750048,0.764293611,0.044574509
22309,Toronto_CA,Orchard Oriole,4061,2.119208499,1.098210294,0.017233323
23141,Winnipeg_CA,Orchard Oriole,258,1.380873164,1.022127323,0.063634868
21572,Taipei_TW,Oriental Cuckoo,1221,1.44270229,1.010067735,0.028906311
1300,Bangkok_TH,Oriental Darter,477,1.001406648,0.873282885,0.039984877
1819,Bengaluru_IN,Oriental Darter,6390,2.758902525,1.181241678,0.01477707
6639,Delhi_IN,Oriental Darter,1370,1.889444509,1.049443924,0.028352996
7175,Dibrugarh_IN,Oriental Darter,110,0.239221293,0.477099437,0.045489646
9947,Jakarta_ID,Oriental Darter,237,2.795373721,1.196398893,0.077714459
14196,Nagpur_IN,Oriental Darter,183,0.5083599,0.712927897,0.052701147
20718,Singapore_SG,Oriental Darter,251,2.895320956,0.431493322,0.027235617
21780,Thiruvananthapuram_IN,Oriental Darter,2175,0.775885378,0.8373353,0.017954353
22849,Visakhapatnam_IN,Oriental Darter,121,1.46606759,1.214024082,0.110365826
1561,Beijing_CN,Oriental Greenfinch,2230,2.387265862,1.158734355,0.024537564
20155,Seoul_KR,Oriental Greenfinch,549,2.817204227,1.260195127,0.053783817
20301,Shanghai_CN,Oriental Greenfinch,309,2.655612559,1.020626043,0.058061387
21484,Taipei_TW,Oriental Greenfinch,129,2.027411166,0.629751152,0.055446497
22139,Tokyo_JP,Oriental Greenfinch,2175,2.631147076,1.160795479,0.024890068
1569,Beijing_CN,Oriental Honey-buzzard,142,2.248334984,0.978871239,0.08214505
1945,Bengaluru_IN,Oriental Honey-buzzard,2926,1.461457489,1.065881981,0.019704797
6537,Delhi_IN,Oriental Honey-buzzard,887,2.639205678,1.117928498,0.037536365
13811,Mumbai_IN,Oriental Honey-buzzard,1033,1.256740465,1.065612025,0.033154994
14124,Nagpur_IN,Oriental Honey-buzzard,450,1.235400677,1.207787442,0.056935646
16594,Perth_AU,Oriental Honey-buzzard,156,1.85492014,0.24587661,0.019685884
20620,Singapore_SG,Oriental Honey-buzzard,2465,3.330418823,0.836521226,0.016848782
21561,Taipei_TW,Oriental Honey-buzzard,1341,1.600532444,1.059915083,0.028943876
21877,Thiruvananthapuram_IN,Oriental Honey-buzzard,298,0.215663924,0.473530761,0.0274309
1555,Beijing_CN,Oriental Magpie,5419,2.455978865,1.172837978,0.015932299
20105,Seoul_KR,Oriental Magpie,4669,3.223398818,0.994866293,0.014559712
20307,Shanghai_CN,Oriental Magpie,971,2.609064091,1.134273704,0.036400575
20354,Shenzhen_CN,Oriental Magpie,2646,2.884343985,0.865932454,0.016834069
21357,Taipei_TW,Oriental Magpie,24726,3.38687284,0.888841939,0.005652592
1134,Bangkok_TH,Oriental Magpie-Robin,8402,2.750587439,1.188778287,0.012969091
1850,Bengaluru_IN,Oriental Magpie-Robin,14585,2.493388531,1.194710099,0.009892574
6521,Delhi_IN,Oriental Magpie-Robin,8283,3.038231473,1.00424235,0.011034298
7022,Dhaka_BD,Oriental Magpie-Robin,3398,2.296982312,1.02746496,0.017626064
7113,Dibrugarh_IN,Oriental Magpie-Robin,691,0.954235005,0.631506071,0.024023623
13618,Mumbai_IN,Oriental Magpie-Robin,11394,2.526887868,1.060303882,0.00993327
14080,Nagpur_IN,Oriental Magpie-Robin,2381,1.85917371,1.322555561,0.027104052
17009,Port_Blair_IN,Oriental Magpie-Robin,1407,0.675585024,0.856132567,0.022824116
20276,Shanghai_CN,Oriental Magpie-Robin,987,3.155412577,0.620088791,0.019737644
20372,Shenzhen_CN,Oriental Magpie-Robin,11085,2.775947887,0.992309662,0.009424957
20618,Singapore_SG,Oriental Magpie-Robin,4468,3.334266267,0.874740505,0.013086474
21351,Taipei_TW,Oriental Magpie-Robin,6320,3.881855487,0.533763759,0.006714142
21792,Thiruvananthapuram_IN,Oriental Magpie-Robin,5271,0.739825553,0.815219372,0.011228661
22671,Udaipur_IN,Oriental Magpie-Robin,433,1.60735249,1.073648962,0.051596276
22882,Visakhapatnam_IN,Oriental Magpie-Robin,275,0.94426813,0.902210412,0.054405335
20696,Singapore_SG,Oriental Pied-Hornbill,1999,3.011417139,0.95235553,0.021300643
1210,Bangkok_TH,Oriental Pratincole,913,1.471874953,0.98267608,0.032521832
6734,Delhi_IN,Oriental Pratincole,158,1.268556805,0.789274975,0.062791346
17896,Quezon_City_PH,Oriental Pratincole,207,0.693806916,0.979083656,0.068051018
20448,Shenzhen_CN,Oriental Pratincole,150,2.463506233,0.593803664,0.048483866
20755,Singapore_SG,Oriental Pratincole,180,2.5887197,0.778142466,0.057999315
21472,Taipei_TW,Oriental Pratincole,676,2.095903965,0.579419902,0.022285381
1258,Bangkok_TH,Oriental Reed Warbler,895,1.218232537,0.932412815,0.031167123
1563,Beijing_CN,Oriental Reed Warbler,495,2.369561849,1.026185508,0.046123609
20167,Seoul_KR,Oriental Reed Warbler,326,2.676433879,1.012777286,0.056092546
20388,Shenzhen_CN,Oriental Reed Warbler,560,2.684878157,0.663675307,0.0280454
20671,Singapore_SG,Oriental Reed Warbler,771,3.157568224,1.050131793,0.037819573
21399,Taipei_TW,Oriental Reed Warbler,612,2.497806905,0.873362076,0.035303569
22169,Tokyo_JP,Oriental Reed Warbler,324,2.10180181,1.249016794,0.069389822
17061,Port_Blair_IN,Oriental Scops-Owl,197,0.214798302,0.392062191,0.027933275
1273,Bangkok_TH,Oriental Skylark,157,1.174906347,0.904240288,0.072166231
1964,Bengaluru_IN,Oriental Skylark,1097,1.227081376,0.87384114,0.026383304
6682,Delhi_IN,Oriental Skylark,905,1.671596409,0.979309823,0.03255336
13761,Mumbai_IN,Oriental Skylark,616,1.614766587,0.771342162,0.031078261
17897,Quezon_City_PH,Oriental Skylark,143,0.684364237,0.854001023,0.071415153
21391,Taipei_TW,Oriental Skylark,2060,2.575403989,1.032748022,0.022754158
21862,Thiruvananthapuram_IN,Oriental Skylark,135,0.369558378,0.713784846,0.061432818
21428,Taipei_TW,Oriental Stork,277,2.26216042,0.6623947,0.03979944
1570,Beijing_CN,Oriental Turtle-Dove,938,2.235997345,1.124033794,0.036701004
13873,Mumbai_IN,Oriental Turtle-Dove,312,0.688734227,0.763497217,0.043224518
14241,Naha_JP,Oriental Turtle-Dove,1124,2.043881337,0.995997123,0.029708103
20113,Seoul_KR,Oriental Turtle-Dove,3783,3.15137582,1.043049066,0.016958466
20320,Shanghai_CN,Oriental Turtle-Dove,347,2.370576857,1.190274296,0.063897272
20399,Shenzhen_CN,Oriental Turtle-Dove,710,2.654032179,0.80284305,0.030130163
